"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"6dc6879696f7f6c70023dbe56140643e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"c55a065e18776d2565dcaadde7c43372"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4d2b08913c804efde0c86fde06fb79d5"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"3f0be4d6892cf792d4d9a1e5aad8dd21"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"35a1f8a7ac09e528b5b21c98de0b24bd"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b76687b482840beb4ce8eb8bd778b23b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e59495c5db7e453bb173db88c8c3df9a"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a1214b7b76407ea12879ba3607bf3320"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4a7af8485e8a4e8e9278e300e35f0a50"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"edeb1365c0a194fbf36758bcd3b37e9f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d19fb0c760231a7ffda6d80312af4453"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d0038f645d174bea0b20d0a39e50c0c1"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e7ece7711b90c37624f0c5c9a411c23e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"2163febec6875de3a51a25c46331a30f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4b4991aab963c2c34f44435b754e1438"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"1e45bafb36c5e3dfc9aba0119db7de02"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"90dfee2879471879dd293f9d2f5d309e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"2615db9ac0f061a5734793b255255f19"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d8443801675b4ad769488af853a9c167"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"aaaa51822e8b2971bc42bb8d85d31e5a"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"89d599cb29ffc736402961b77922f4e0"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b1ac09b83fe053a1a86fef62e2692c79"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b8634565b51b09fbab08843a56f00360"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"7299a78eea0c62578be90652ed74b55d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8df21692b01b8757f83ba7175f0179af"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"bef889c7879e8e82787ed4867e58947d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"9e93d0181059df2bb587d9ba40b5f512"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"18f416181cd4732655c59b6e601c5ccf"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"ea8bf955ecbaddf83afe828ed2f4f80d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"eb1d339af9e2dc7677687f6a996eb790"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"5ebdffb032762ce1dddf6ccdac01a72b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a2095319c41f2373a8804eecfb33ee23"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"bb4df16d54018da347cf6e16ee200017"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8d3787db623e4c1de4ed3e411fc897ce"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4ec4a5456d39ce21e45e51429e3b92b3"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"468627eba9f221cdd5e96e931ed74166"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"382b85acc4f702ecad2e17c6b9cea431"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b275f20c19ce353557e35f741aa0c4cf"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f56359969be49b6c954f303fcf2f5fd6"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b9924daae8d13d2ed0813a63051c6d65"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b0a3665875b01e0985b6d2c016200986"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d401abbf0ea3b28ff47b38fe57ecb290"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"08e8f5ab48f6f094b72363565331f258"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"3b3c94f44e565d9eabdc0a4ad0d81d57"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b19e8a7b616949c255102a8f51f29ea5"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"3e568af0ba2be5fccddc0ca187720f25"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"54514319b3b9ea545742b3c64f1d393f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"131a4075c24fc0c323f53fbcb316e077"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"02d903516a31eb2a173682629aeaa30f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"559202f2a0be8de737d218ed0f48666f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"467955a49ad4cec6694c30164c2b8f22"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"1570802a43bb9e0b2bd4e78b32e2633d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d58cd66ed910de74dcd4074e790106b7"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f042a007af8f44d3ea14732119cbc9d3"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"7804e1a3d3959810d3fd3e866350645f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a3b73759a93cc04f86882832fd06deb9"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"003517e319ce4878801109da7d2bf15d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"338ba3b9dd12c6615bb73725d4b0c735"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8122c7b342a777240fef3114334ae223"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"5c324374231d88b3ee29ab0493bb0bff"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"db267cd8b6e2c0fb8847550102bce229"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"039b592f1c8d3a365c6769ff0d43db1f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"78b13257eb10039a3e8cba415a599ffd"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"9498098e9205c68aaf5a49e52a375da2"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"24835a333624861d96da8b96457c3687"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"5439370df6dd6543d8ddcd7e55244c90"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"ee276986fbb6e08bd98bb5cebf592717"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"2886e4eb42cb7c847023ef6993be090c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a81824d8b21ae08a956ff7d36ea56994"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a28501671c69816ded32ab359e5e6310"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"51ca17539e174b3da8ffc5bef2605f38"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"c53514fe38107551a9153a86c1dba0ff"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"78d2783d5efa78a57283bb3bf45c323c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"89e21fdf9ecede2fbbf3f60ff0d1205f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"efd932ca9d74d4ebb95c5a2dc5d87705"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"42c90ca2aed81882ac596f83424b5989"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"cd04c7bc11ed970c25cde50e44b7ed54"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4e071b0d447d7b415fbd75d522fa6b11"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b8f8ff05f27718cfa8d5b62345221f82"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a9196f33168601e8bcf5f7d7271ade8e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"35d77c8e1f78dd497877f38fda36d0c0"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4e600c201035cac5d195b6bad8a2a6bf"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"6276ba37b05a35cf7805cb5316f06de9"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"6546677ad1d5bacad421acce9dbded3b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b8a83b722c50ee2167939dc9b6e38011"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"460ca7d6e9e9b57c30bda19fc566ecf0"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"0a704b6c66f32460f9668752af253a71"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"9a0b66ceae4fd95d40683f9d8b7517cd"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"c5d66145b2d8f99414dd1089e99670b7"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"7641ac7c2dddf66dfd7e47565e85705d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"7f9f462dd931b19a93fcae31baec9f22"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"74983292c12d1fa1dbd9ad6d887eb13b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"5c485b86197d0a4b005b11207891fef6"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"82a4ad4c51233de879d7da1c16e0fa64"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"0162874fd0397e637066ab7daf34d9b2"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"669e8a568ca0e3b31dacb5e08f099238"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e950444ebf7175bded37f7943f36a82c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"825e4b4c54e5aa47af1aecb8d2c98dc2"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f37a3229772ed7c52746c8f951b36be8"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"fc2bcf8e26983ab130900b4e913475ff"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d793d859998fcfd2073853bc6ece657c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e83f85dd4681ea9579597bf610e4f51c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f9c9e4db1820dfb87805b9e45a465b9e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"837f351c0e86d7090eef655f6f99940f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"0ba6d36921cc3f12ec63af01b7bd7871"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"44648d28786062fea600a61a15f37d5d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"25ec59cdbf968674af1158984f81fb8f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b07406986ba40c2b16970366ec5c10c9"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8615ea7353d656c2301d89e540246561"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"46c88b89a3f002f04be3188561985765"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e277c9bdcd69fb917cae945dc198f972"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"1bb9e57b4fa1630bbf444c5872a8e669"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"c878a03252de98d3c6692dc0f1eacc60"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"2d2171b969cd8b37d134572282b48a3d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a6ccf93d2c7d092d65feed8c5aea20a5"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	NA	NA
"95bea152dc68d437fcc849fef438e01f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"010ced4a79b4a403eb727506dd8cc901"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"55e63568fb5c8665702102209533b1af"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"bf146f44d1f094153fdacdd60abccd6e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"cc19d95fc66d1cd0a1fb6b2055d52a9f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e4ccc8702f39e5e5fc0e9a64e7bb3fb1"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f4ab822ab6418e2e2ab3c9da3ddad4f5"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"4d7fffd42217721962bdced47727ee83"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"3dc4e8df1f2cf1477e3679eec71a823d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f88ae65de286ab46c9ee7ebac28f82f5"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b41635269600a2170121bc3db2d28bfe"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f90ef5c1cfd47a33804a08e70e2547fa"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"dfbef876586da47e91b66c00a7e84ab1"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8416df96ba2770ce5941ac7d8dc9392b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d79eb32f1d97c28451a9aa11d8226b90"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"6a834b4515646123bf61e1f7fe88bc1f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f50bb73270acdcad6fbdbc3ac7e77f22"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"97235ff79917cf108be74a01a386f722"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b554c8536fb624b1f0f87088febea298"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"ad4046422897cce0e26982534d9cbb33"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b04969d78e79eafc7938bd9ad050b3f6"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"11424686638d1af0c91f88b2e844849e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"fd3036d0f90056035aaeb1c5fd33c8ce"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e84c2d8d04908a0c5c5824cfbf225937"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"ef47db2f31733ad67d075c2e7b09a85f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"40319a6ae7062d93133d34ec323dbc9c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e6df36bf5dca59dd7b6ab0ae9b9f89b6"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e2da93bb73a9ab2f4ee4a8526a65312d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e608908f2e10bbd4ed49b1ddb7fccf99"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"550e96cb17b5188a1fd0c96ce5b6bc7d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"f04a6c5de73f8d5872533cbf11d4883f"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"6dee012a849a8a955186a8c34fff9346"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"91d50435c6b558a57af459a63f34ad4e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"1f2236850685522dd641f316ecbe0afd"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b83c8525c7b245d6939718694f16b782"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"af3e90a74b26fc9efcba7fd76cbba65e"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"47523f8d4b378bab76a43a822fbd0a19"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b60a88aaa30ca0a3a059f70377816270"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"63ac424eab242c132ba2916c95ab788c"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"c1addb0471b22bd58e99f05d6a56706d"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"a4c24df7c0d4f2c5f70fa823bc141902"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"ea610f207a919de1872cab9651004d86"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"159f48d80dcf1a7a25952f43967d2770"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b82faa4341ad1d78282a775ce07407d1"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"932f5c37607094f148b5545d58597d9b"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"e790dc310ecbd4e9d7a15d74385c5200"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"8a6ce115a0a19838293d7c3fe84ad275"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"b954f558b8689309d5e287351c201477"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
"d8a86253e901034ae16370ec9bf94560"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA
